instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily
658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
659,2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
661,2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
662,2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
664,2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21,30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096
665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
666,2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
667,2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
668,2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
669,2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
671,2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
672,2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
673,2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
674,2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
675,2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
676,2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
677,2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,2,52,54,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
679,2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
681,2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
682,2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
684,2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
687,2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17,31,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0.0,0,3,3,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,0,22,22,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0.0,0,52,52,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0.0,3,132,135,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,2,114,116,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0.0,2,49,51,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0.0,2,53,55,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0.0,3,49,52,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16,32,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360
712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,2,59,61,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32,33,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526
736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
744,2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
745,2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
746,2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
747,2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
748,2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
750,2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0.0,4,92,96,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
755,2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
756,2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38,34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550
759,2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0.0,3,10,13,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
760,2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0.0,0,7,7,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
761,2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
762,2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
764,2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0.0,2,26,28,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
765,2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0.0,0,87,87,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
766,2011-02-04,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
767,2011-02-04,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,3,124,127,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
768,2011-02-04,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
769,2011-02-04,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
770,2011-02-04,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
771,2011-02-04,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
772,2011-02-04,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
773,2011-02-04,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,9,81,90,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
776,2011-02-04,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,3,152,155,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
777,2011-02-04,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102,103,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
778,2011-02-04,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
779,2011-02-04,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31,35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708
782,2011-02-05,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
783,2011-02-05,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
784,2011-02-05,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
785,2011-02-05,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
787,2011-02-05,1,0,2,5,0,6,0,3,0.2,0.2273,1.0,0.0896,0,9,9,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
788,2011-02-05,1,0,2,6,0,6,0,3,0.2,0.2576,1.0,0.0,0,4,4,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
789,2011-02-05,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,0,4,4,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
790,2011-02-05,1,0,2,8,0,6,0,3,0.2,0.2273,1.0,0.0896,0,10,10,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
791,2011-02-05,1,0,2,9,0,6,0,3,0.2,0.2273,1.0,0.0896,3,17,20,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
792,2011-02-05,1,0,2,10,0,6,0,3,0.2,0.2121,1.0,0.1343,3,31,34,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
793,2011-02-05,1,0,2,11,0,6,0,3,0.22,0.2273,1.0,0.1343,1,46,47,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
794,2011-02-05,1,0,2,12,0,6,0,3,0.22,0.2273,1.0,0.1642,10,42,52,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1.0,0.1642,10,62,72,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
796,2011-02-05,1,0,2,14,0,6,0,3,0.22,0.2727,1.0,0.0,5,50,55,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1.0,0.0,11,49,60,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1.0,0.1343,8,63,71,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
799,2011-02-05,1,0,2,17,0,6,0,2,0.24,0.2121,1.0,0.2836,14,64,78,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
800,2011-02-05,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
801,2011-02-05,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
802,2011-02-05,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,5,64,69,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
803,2011-02-05,1,0,2,21,0,6,0,1,0.26,0.2576,1.0,0.194,3,53,56,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59,36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005
806,2011-02-06,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39,37,1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,354,1269,1623
